Key	Latitude	Longitude	Population	TZ
Provo, UT	40.233840	-111.658530	112488	America/Denver
Iguala de la Independencia, Guerrero	18.349280	-99.539360	112106	America/Mexico_City
Downey, CA	33.940010	-118.132570	111772	America/Los_Angeles
Midland, TX	31.997350	-102.077910	111147	America/Chicago
Norman, OK	35.222570	-97.439480	110925	America/Chicago
Manzanillo, Colima	19.050110	-104.318790	110735	America/Mexico_City
East Independence, MO	39.095560	-94.355230	110675	America/Chicago
Waterbury, CT	41.558150	-73.051500	110366	America/New_York
Costa Mesa, CA	33.641130	-117.918670	109960	America/Los_Angeles
Inglewood, CA	33.961680	-118.353130	109673	America/Los_Angeles
Manchester, NH	42.995640	-71.454790	109565	America/New_York
Ciudad Valles, San Luis Potosi	21.983330	-99.016670	109504	America/Mexico_City
Murfreesboro, TN	35.845620	-86.390270	108755	America/Chicago
Columbia, MO	38.951710	-92.334070	108500	America/Chicago
Enterprise, NV	36.025250	-115.241940	108481	America/Los_Angeles
Elgin, IL	42.037250	-88.281190	108188	America/Chicago
Clearwater, FL	27.965850	-82.800100	107685	America/New_York
Miami Gardens, FL	25.942040	-80.245600	107167	America/New_York
Rochester, MN	44.021630	-92.469900	106769	America/Chicago
Pueblo, CO	38.254450	-104.609140	106595	America/Denver
Lowell, MA	42.633420	-71.316170	106519	America/New_York
Wilmington, NC	34.225730	-77.944710	106476	America/New_York
Arvada, CO	39.802760	-105.087480	106433	America/Denver
Westminster, CO	39.836650	-105.037200	106114	America/Denver
West Covina, CA	34.068620	-117.938950	106098	America/Los_Angeles
Sydney, NS	46.135100	-60.183100	105968	America/Glace_Bay
Gresham, OR	45.498180	-122.431480	105594	America/Los_Angeles
Norwalk, CA	33.902240	-118.081730	105549	America/Los_Angeles
Fargo, ND	46.877190	-96.789800	105549	America/Chicago
Fresnillo de Gonzalez Echeverria, Zacatecas	23.175690	-102.869420	105488	America/Mexico_City
Carlsbad, CA	33.158090	-117.350590	105328	America/Los_Angeles
Fairfield, CA	38.249360	-122.039970	105321	America/Los_Angeles
Cambridge, MA	42.375100	-71.105610	105162	America/New_York
Universal City, CA	34.138900	-118.353410	105000	America/Los_Angeles
Wichita Falls, TX	33.913710	-98.493390	104553	America/Chicago
High Point, NC	35.955690	-80.005320	104371	America/New_York
Billings, MT	45.783290	-108.500690	104170	America/Denver
Green Bay, WI	44.519160	-88.019830	104057	America/Chicago
Matamoros, Coahuila	25.526990	-103.228470	104024	America/Monterrey
West Jordan, UT	40.609670	-111.939100	103712	America/Denver
Richmond, CA	37.935760	-122.347750	103701	America/Los_Angeles
Tantoyuca, Veracruz-Llave	21.353690	-98.227250	103610	America/Mexico_City
Brandon, FL	27.937800	-82.285920	103483	America/New_York
Murrieta, CA	33.553910	-117.213920	103466	America/Los_Angeles
Guaymas, Sonora	27.918180	-110.899730	103449	America/Hermosillo
Las Margaritas, Chiapas	16.311900	-91.980280	103403	America/Mexico_City
Burbank, CA	34.180840	-118.308970	103340	America/Los_Angeles
Palm Bay, FL	28.034460	-80.588660	103190	America/New_York
Everett, WA	47.978980	-122.202080	103019	America/Los_Angeles
Ciudad Delicias, Chihuahua	28.190130	-105.470120	102969	America/Chihuahua
Edison, NJ	40.518720	-74.412100	102548	America/New_York
Flint, MI	43.012530	-83.687460	102434	America/Detroit
Tulancingo, Hidalgo	20.083630	-98.363320	102383	America/Mexico_City
Antioch, CA	38.004920	-121.805790	102372	America/Los_Angeles
Erie, PA	42.129220	-80.085060	101786	America/New_York
Hidalgo del Parral, Chihuahua	26.929610	-105.666200	101768	America/Chihuahua
Delta, BC	49.143990	-122.906800	101668	America/Vancouver
Temapache, Veracruz-Llave	21.065830	-97.641040	101558	America/Mexico_City
Dartmouth, NS	44.671340	-63.577190	101343	America/Halifax
South Bend, IN	41.683380	-86.250010	101168	America/Indiana/Indianapolis
San Luis de la Paz, Guanajuato	21.300000	-100.516670	101148	America/Mexico_City
Daly City, CA	37.705770	-122.461920	101123	America/Los_Angeles
Ciudad Guzman, Jalisco	19.704660	-103.461700	101010	America/Mexico_City
Playa del Carmen, Quintana Roo	20.627400	-87.079870	100383	America/Cancun
Centennial, CO	39.579160	-104.876920	100377	America/Denver
Martinez de La Torre, Veracruz-Llave	20.070670	-97.058250	100377	America/Mexico_City
Temecula, CA	33.493640	-117.148360	100097	America/Los_Angeles
Colonia Lindavista, Mexico	19.491560	-99.124750	100000	America/Mexico_City
Odessa, TX	31.845680	-102.367640	99940	America/Chicago
West Palm Beach, FL	26.715340	-80.053370	99919	America/New_York
Round Rock, TX	30.508260	-97.678900	99887	America/Chicago
Pompano Beach, FL	26.237860	-80.124770	99845	America/New_York
Clinton, MI	42.586980	-82.919920	99753	America/Detroit
Davenport, IA	41.523640	-90.577640	99685	America/Chicago
Columbia, MD	39.240380	-76.839420	99615	America/New_York
Santa Maria, CA	34.953030	-120.435720	99553	America/Los_Angeles
El Cajon, CA	32.794770	-116.962530	99478	America/Los_Angeles
Thunder Bay, ON	48.400100	-89.316830	99334	America/Thunder_Bay
Richardson, TX	32.948180	-96.729720	99223	America/Chicago
Kenosha, WI	42.584740	-87.821190	99218	America/Chicago
St. John's, NL	47.564940	-52.709310	99182	America/St_Johns
Rialto, CA	34.106400	-117.370320	99171	America/Los_Angeles
Portsmouth Heights, VA	36.820980	-76.368830	99049	America/New_York
Broken Arrow, OK	36.052600	-95.790820	98850	America/Chicago
Spring Hill, FL	28.476880	-82.525460	98621	America/New_York
Apatzingan de la Constitucion, Michoacan	19.095220	-102.351620	98422	America/Mexico_City
Dearborn, MI	42.322260	-83.176310	98153	America/Detroit
Albany, NY	42.652580	-73.756230	97856	America/New_York
Las Cruces, NM	32.312320	-106.778340	97618	America/Denver
Waterloo, ON	43.466800	-80.516390	97475	America/Toronto
North Charleston, SC	32.888560	-80.007510	97471	America/New_York
Lakeland, FL	28.039470	-81.949800	97422	America/New_York
Boulder, CO	40.014990	-105.270550	97385	America/Denver
San Mateo, CA	37.562990	-122.325530	97207	America/Los_Angeles
Roanoke, VA	37.270970	-79.941430	97032	America/New_York
Livonia, MI	42.368370	-83.352710	96942	America/Detroit
Tyler, TX	32.351260	-95.301060	96900	America/Chicago
Lawton, OK	34.608690	-98.390330	96867	America/Chicago
Ventura, CA	34.278340	-119.293170	96769	America/Los_Angeles
Highlands Ranch, CO	39.553880	-104.969430	96713	America/Denver
Compton, CA	33.895850	-118.220070	96455	America/Los_Angeles
Clovis, CA	36.825230	-119.702920	95631	America/Los_Angeles
Portsmouth, VA	36.835430	-76.298270	95535	America/New_York
Lewisville, TX	33.046230	-96.994170	95290	America/Chicago
New Bedford, MA	41.636220	-70.934200	95072	America/New_York
Villa de Alvarez, Colima	19.250000	-103.733330	95048	America/Mexico_City
Terrebonne, QC	45.700040	-73.647320	94703	America/Montreal
South Gate, CA	33.954740	-118.212020	94396	America/Los_Angeles
Guadalupe, Zacatecas	22.754330	-102.522500	94089	America/Mexico_City
College Station, TX	30.627980	-96.334410	93857	America/Chicago
Sandy Springs, GA	33.924270	-84.378540	93853	America/New_York
The Woodlands, TX	30.157990	-95.489380	93847	America/Chicago
Vista, CA	33.200040	-117.242540	93834	America/Los_Angeles
Brockton, MA	42.083430	-71.018380	93810	America/New_York
West Albany, NY	42.683130	-73.778450	93794	America/New_York
Langley, BC	49.082970	-122.585890	93726	America/Vancouver
Mission Viejo, CA	33.600020	-117.672000	93305	America/Los_Angeles
San Angelo, TX	31.463770	-100.437040	93200	America/Chicago
Yuma, AZ	32.725320	-114.624400	93064	America/Phoenix
Greeley, CO	40.423310	-104.709130	92889	America/Denver
Boyle Heights, CA	34.033900	-118.205350	92785	America/Los_Angeles
Vacaville, CA	38.356580	-121.987740	92428	America/Los_Angeles
Kent, WA	47.380930	-122.234840	92411	America/Los_Angeles
Quincy, MA	42.252880	-71.002270	92271	America/New_York
Arden-Arcade, CA	38.602500	-121.378540	92186	America/Los_Angeles
San Juan Bautista Tuxtepec, Oaxaca	18.088290	-96.129820	92121	America/Mexico_City
Davie, FL	26.062870	-80.233100	91992	America/New_York
Carson, CA	33.831410	-118.282020	91714	America/Los_Angeles
Hillsboro, OR	45.522890	-122.989830	91611	America/Los_Angeles
Lees Summit, MO	38.910840	-94.382170	91364	America/Chicago
Macon, GA	32.840690	-83.632400	91351	America/New_York
Pearland, TX	29.563570	-95.286050	91252	America/Chicago
Yakima, WA	46.602070	-120.505900	91067	America/Los_Angeles
Temixco, Morelos	18.855280	-99.230720	91059	America/Mexico_City
Renton, WA	47.482880	-122.217070	90927	America/Los_Angeles
Cuauhtemoc, Chihuahua	28.408840	-106.863190	90835	America/Chihuahua
Tuscaloosa, AL	33.209840	-87.569170	90468	America/Chicago
Lynn, MA	42.466760	-70.949490	90329	America/New_York
Sparks, NV	39.534910	-119.752690	90264	America/Los_Angeles
Hesperia, CA	34.426390	-117.300880	90173	America/Los_Angeles
Ajax, ON	43.850120	-79.032880	90167	America/Toronto
Redding, CA	40.586540	-122.391680	89861	America/Los_Angeles
Beaverton, OR	45.487060	-122.803710	89803	America/Los_Angeles
Spokane Valley, WA	47.673230	-117.239370	89755	America/Los_Angeles
Santa Monica, CA	34.019450	-118.491190	89736	America/Los_Angeles
Westminster, CA	33.759180	-118.006730	89701	America/Los_Angeles
Sandy Hills, UT	40.581060	-111.850770	89575	America/Denver
Federal Way, WA	47.322320	-122.312620	89306	America/Los_Angeles
Waukegan, IL	42.363630	-87.844790	89078	America/Chicago
Fall River, MA	41.701490	-71.155050	88857	America/New_York
Toms River, NJ	39.953730	-74.197920	88791	America/New_York
Santa Barbara, CA	34.420830	-119.698190	88410	America/Los_Angeles
Roswell, GA	34.023160	-84.361590	88346	America/New_York
Orem, UT	40.296900	-111.694650	88328	America/Denver
Reading, PA	40.335650	-75.926870	88082	America/New_York
Saint John, NB	45.272710	-66.067660	87857	America/Moncton
Pickering, ON	43.900120	-79.132890	87838	America/Toronto
Miami Beach, FL	25.790650	-80.130050	87779	America/New_York
Brantford, ON	43.133400	-80.266360	87759	America/Toronto
Lawrence, KS	38.971670	-95.235250	87643	America/Chicago
Enchanted Hills, NM	35.336760	-106.592960	87521	America/Denver
Rio Rancho, NM	35.233380	-106.664470	87521	America/Denver
Moncton, NB	46.115940	-64.801860	87467	America/Moncton
Sandy City, UT	40.572040	-111.860560	87461	America/Denver
Canton, MI	42.308650	-83.482160	86825	America/Detroit
Lehigh Acres, FL	26.625350	-81.624800	86784	America/New_York
Greenburgh, NY	41.032880	-73.842910	86764	America/New_York
Nashua, NH	42.765370	-71.467570	86494	America/New_York
Germantown, MD	39.173160	-77.271650	86395	America/New_York
Longmont, CO	40.167210	-105.101930	86270	America/Denver
Duluth, MN	46.783270	-92.106580	86265	America/Chicago
Fort Smith, AR	35.385920	-94.398550	86209	America/Chicago
Chico, CA	39.728490	-121.837480	86187	America/Los_Angeles
Atlixco, Puebla	18.908150	-98.436130	85891	America/Mexico_City
Norwalk, CT	41.117600	-73.407900	85603	America/New_York
Rio Bravo, Tamaulipas	25.987290	-98.094140	85481	America/Monterrey
Cardenas, Tabasco	17.996470	-93.378350	85350	America/Mexico_City
Whittier, CA	33.979180	-118.032840	85331	America/Los_Angeles
Newport Beach, CA	33.618910	-117.928950	85186	America/Los_Angeles
Deltona, FL	28.900540	-81.263670	85182	America/New_York
Newton, MA	42.337040	-71.209220	85146	America/New_York
Plantation, FL	26.134210	-80.231840	84955	America/New_York
San Leandro, CA	37.724930	-122.156080	84950	America/Los_Angeles
Trenton, NJ	40.217050	-74.742940	84913	America/New_York
Nanaimo, BC	49.166380	-123.940030	84905	America/Vancouver
Cuautitlan, Mexico	19.670290	-99.178650	84737	America/Mexico_City
Lagos de Moreno, Jalisco	21.355900	-101.933990	84677	America/Mexico_City
Tlaxcala, Tlaxcala	19.320760	-98.209590	84670	America/Mexico_City
Suffolk, VA	36.728210	-76.583560	84585	America/New_York
Greenville, NC	35.612660	-77.366350	84554	America/New_York
East Norwalk, CT	41.105650	-73.398450	84530	America/New_York
San Vicente Chicoloapan, Mexico	19.416860	-98.902020	84440	America/Mexico_City
Sunrise, FL	26.157670	-80.286110	84439	America/New_York
Boca Raton, FL	26.358690	-80.083100	84392	America/New_York
Hawthorne, CA	33.916400	-118.352570	84293	America/Los_Angeles
Allen, TX	33.103170	-96.670550	84246	America/Chicago
Clifton, NJ	40.858430	-74.163760	84136	America/New_York
Westland, MI	42.324200	-83.400210	84094	America/Detroit
Lazaro Cardenas, Michoacan	17.980850	-102.221720	84001	America/Mexico_City
Cicero, IL	41.845590	-87.753940	83891	America/Chicago
San Marcos, CA	33.143370	-117.166140	83781	America/Los_Angeles
Tepatitlan de Morelos, Jalisco	20.816920	-102.763470	83694	America/Mexico_City
League City, TX	29.507450	-95.094930	83560	America/Chicago
Asheville, NC	35.600950	-82.554020	83393	America/New_York
Citrus Heights, CA	38.707120	-121.281060	83301	America/Los_Angeles
Alhambra, CA	34.095290	-118.127010	83089	America/Los_Angeles
Sarnia, ON	42.978660	-82.404070	82998	America/Toronto
Tracy, CA	37.739650	-121.425220	82922	America/Los_Angeles
Bloomington, MN	44.840800	-93.298280	82893	America/Chicago
Ogden, UT	41.223000	-111.973830	82825	America/Denver
Sioux City, IA	42.499990	-96.400310	82684	America/Chicago
Warwick, RI	41.700100	-71.416170	82672	America/New_York
Niagara Falls, ON	43.100120	-79.066270	82000	America/Toronto
Hoover, AL	33.405390	-86.811380	81619	America/Chicago
Parma, OH	41.404770	-81.722910	81601	America/New_York
Nampa, ID	43.540720	-116.563460	81557	America/Boise
Ocotlan, Jalisco	20.355300	-102.773580	81527	America/Mexico_City
Edmond, OK	35.652830	-97.478100	81405	America/Chicago
San Tan Valley, AZ	33.191100	-111.528000	81321	America/Phoenix
Champaign, IL	40.116420	-88.243380	81055	America/Chicago
Troy, MI	42.605590	-83.149930	80980	America/Detroit
Livermore, CA	37.681870	-121.768010	80968	America/Los_Angeles
Danbury, CT	41.394820	-73.454010	80893	America/New_York
Bellingham, WA	48.759550	-122.488220	80885	America/Los_Angeles
Hammond, IN	41.583370	-87.500040	80830	America/Chicago
South Suffolk, VA	36.717090	-76.590230	80690	America/New_York
Buena Park, CA	33.867510	-117.998120	80530	America/Los_Angeles
Longview, TX	32.500700	-94.740490	80455	America/Chicago
Bloomington, IN	39.165320	-86.526390	80405	America/Indiana/Indianapolis
Cranston, RI	41.779820	-71.437280	80387	America/New_York
Gary, IN	41.593370	-87.346430	80294	America/Chicago
San Andres Cholula, Puebla	19.050000	-98.300000	80118	America/Mexico_City
Lakewood, CA	33.853630	-118.133960	80048	America/Los_Angeles
Ciudad Mante, Tamaulipas	22.742130	-98.971330	79981	America/Monterrey
Comitan de Dominguez, Chiapas	16.244710	-92.134250	79944	America/Mexico_City
Farmington Hills, MI	42.485310	-83.377160	79740	America/Detroit
Tecoman, Colima	18.914630	-103.875640	79579	America/Mexico_City
O'Fallon, MO	38.810610	-90.699850	79329	America/Chicago
Carmel, IN	39.978370	-86.118040	79191	America/Indiana/Indianapolis
Concord, NC	35.408750	-80.579510	79066	America/New_York
Merced, CA	37.302160	-120.482970	78958	America/Los_Angeles
Heroica Zitacuaro, Michoacan	19.436610	-100.356910	78950	America/Mexico_City
Racine, WI	42.726130	-87.782850	78860	America/Chicago
Sugar Land, TX	29.619680	-95.634950	78817	America/Chicago
Hemet, CA	33.747520	-116.971970	78657	America/Los_Angeles
Town 'n' Country, FL	28.010570	-82.577320	78442	America/New_York
San Pedro, CA	33.735850	-118.292290	78405	America/Los_Angeles
Guanajuato, Guanajuato	21.018580	-101.259100	78364	America/Mexico_City
Alafaya, FL	28.564100	-81.211400	78113	America/New_York
Chino, CA	34.012230	-117.688940	77983	America/Los_Angeles
North Hollywood, CA	34.172230	-118.378970	77848	America/Los_Angeles
Largo, FL	27.909470	-82.787320	77648	America/New_York
Menifee, CA	33.728350	-117.146420	77519	America/Los_Angeles
Albany, GA	31.578510	-84.155740	77434	America/New_York
Saint-Laurent, QC	45.500080	-73.665850	77391	America/Montreal
Camden, NJ	39.925950	-75.119620	77344	America/New_York
Lake Forest, CA	33.646970	-117.689220	77264	America/Los_Angeles
Edinburg, TX	26.301740	-98.163340	77100	America/Chicago
New Rochelle, NY	40.911490	-73.782350	77062	America/New_York
Mission, TX	26.215910	-98.325290	77058	America/Chicago
Chilliwack, BC	49.166380	-121.952570	77000	America/Vancouver
Napa, CA	38.297140	-122.285530	76915	America/Los_Angeles
Redwood City, CA	37.485220	-122.236350	76815	America/Los_Angeles
Fishers, IN	39.955590	-86.013870	76794	America/Indiana/Indianapolis
Saint Joseph, MO	39.768610	-94.846630	76780	America/Chicago
Johns Creek, GA	34.028930	-84.198580	76728	America/New_York
Bend, OR	44.058170	-121.315310	76639	America/Los_Angeles
Bellflower, CA	33.881680	-118.117010	76616	America/Los_Angeles
Bloomington, IL	40.484200	-88.993690	76610	America/Chicago
Lawrence, MA	42.707040	-71.163110	76377	America/New_York
Avondale, AZ	33.435600	-112.349600	76238	America/Phoenix
Repentigny, QC	45.742220	-73.450080	76237	America/Montreal
Bryan, TX	30.674360	-96.369960	76201	America/Chicago
Decatur, IL	39.840310	-88.954800	76122	America/Chicago
Scranton, PA	41.408970	-75.662410	76089	America/New_York
Melbourne, FL	28.083630	-80.608110	76068	America/New_York
Indio, CA	33.720580	-116.215560	76036	America/Los_Angeles
Fort McMurray, AB	56.726760	-111.381030	76000	America/Edmonton
San Martin Texmelucan de Labastida, Puebla	19.283780	-98.438080	75903	America/Mexico_City
Peterborough, ON	44.300120	-78.316230	75877	America/Toronto
Brooklyn Park, MN	45.094130	-93.356340	75781	America/Chicago
Somerville, MA	42.387600	-71.099500	75754	America/New_York
Waterford, MI	42.702250	-83.402720	75737	America/Detroit
Lynchburg, VA	37.413750	-79.142250	75568	America/New_York
Tustin, CA	33.745850	-117.826170	75540	America/Los_Angeles
Baldwin Park, CA	34.085290	-117.960900	75390	America/Los_Angeles
Kendall, FL	25.679270	-80.317270	75371	America/New_York
Palm Coast, FL	29.584970	-81.207840	75180	America/New_York
Cheektowaga, NY	42.903390	-78.754750	75178	America/New_York
Arlington Heights, IL	42.088360	-87.980630	75101	America/Chicago
